matched_company,family_id,publication_number,earliest_date,assignee,title,country_code,cpc_codes
AMD,81454485,US-2022147668-A1,20220512,ADVANCED MICRO DEVICES INC,Reducing burn-in for monte-carlo simulations via machine learning,US,G06F18/214;G06F18/214;G06N7/01;G06F18/295;G06N20/00;G06F17/18;G06F17/18;G06F2111/08;G06F30/27;G06F17/18;G06F2111/08;G06K9/6256;G06F30/27;G06F2111/08;G06F30/27
AMD,78006380,US-2021319312-A1,20211014,ADVANCED MICRO DEVICES INC,Deep learning acceleration of physics-based modeling,US,G06N3/045;G06N3/09;G06N3/0464;G06F30/27;G06F17/17;G06N3/08;G06F17/17;G06N3/08
ASML,87418714,WO-2024022854-A1,20240201,ASML NETHERLANDS BV,Training a machine learning model to generate mrc and process aware mask pattern,WO,G06F30/27;G06F30/32;G03F1/36;G03F7/705;G03F7/70441;G06N3/045;G06N3/042;G06N3/09;G06N3/084
ASML,84389293,WO-2023110285-A1,20230622,ASML NETHERLANDS BV,Method and system of defect detection for inspection sample based on machine learning model,WO,G06T2207/30148;G06T2207/20081;G06N3/0455;G06T7/0004;G06T2207/30148;G06T7/0004;G06F30/30;G03F7/706841;G03F7/7065;G06N3/088;G06N3/09;G06N3/0455;G06N3/048;G06N3/084;G06N3/09;G03F7/7065;G03F7/706841;G06N3/047;G06N3/0455;G06N3/0442;G06N3/0475
ASML,74561883,US-2023100578-A1,20230330,ASML NETHERLANDS BV,Method for determining a mask pattern comprising optical proximity corrections using a trained machine learning model,US,G06F30/27;G06F30/398;G03F7/70441;G03F7/70441;G03F1/36;G03F7/705;G03F1/36;G03F7/70441;G03F1/36;G06N3/0464;G03F7/705
ASML,68621292,US-2021286270-A1,20210916,ASML NETHERLANDS BV,Method for decreasing uncertainty in machine learning model predictions,US,G06N3/084;G06N3/045;G06N3/047;G06N3/045;G06N3/0455;G06N3/09;G06N3/0464;G06N20/00;G03F1/36;G03F7/70508;G06N3/082;G03F7/705;G03F7/705;G03F1/36;G06N3/082;G03F7/70441;G03F7/705;G06N3/084;G03F7/70441;G06N20/00;G03F7/705;G06N3/0454;G03F7/70508;G06N3/047;G06N3/045;G06F30/347;G06N3/047;G06N3/082
ASML,68289914,CN-118915395-A,20200801,ASML NETHERLANDS BV,Method for generating a characteristic pattern and training a machine learning model,CN,G06N3/0464;G06N3/094;G06N3/0475;G03F7/70441;G03F7/705;G06N3/045;G06N3/08;G03F7/70525;G03F7/705;G03F7/706839;G06N20/00;G03F7/70525;G03F7/70525;G06F30/392;G03F7/705;G03F7/705
ASML,62116457,US-2020050099-A1,20200213,ASML NETHERLANDS BV,Assist feature placement based on machine learning,US,G06F30/392;G06T7/0004;G06N20/10;G03F1/36;G03F1/36;G05B19/4097;G06T2207/30148;G06T7/60;G06T2207/30148;G06T7/0004;G05B19/4097;G06F17/5072;G06K9/4604;G06T7/60;G06N20/10;G03F1/36;G03F1/36
ASML,65516640,TW-202040441-A,20191001,ASML NETHERLANDS BV,Methods for training machine learning model for computation lithography,TW,G06N3/045;G06N3/0464;G06N3/09;G06N3/08;G06F30/20;G03F1/36;G06N3/084;G06N3/045;G06N3/08;G06N3/084;G06N3/04;G06F30/20;G06N20/00;G03F1/36
ASML,63528763,KR-20220079699-A,20190314,ASML NETHERLANDS BV,Training methods for machine learning assisted optical proximity error correction,KR,G06V10/46;G06F30/392;G03F7/705;G03F1/36;G06V10/82;G06V10/774;G06V10/44;G06N20/00;G06N5/01;G06N3/045;G06N3/09;G06N3/0464;G03F7/705;G03F7/705;G06N3/08;G03F7/70441;G06N20/10;G06N5/047;G06N20/10;G06N20/20;G06F30/398;G03F7/70441;G06N3/08;G03F1/36;G03F7/705;G03F1/36;G03F7/70441;G06F30/398;G06N20/00;G03F7/70441;G06N3/08;G06N5/003;G03F7/705;G06N3/0454;G06N20/20;G06F30/398;G03F1/36;G06N20/10;G06N20/20;G06N5/01;G06N3/045
ASML,58640843,US-12360461-B2,20171116,ASML NETHERLANDS BV,Identification of hot spots or defects by machine learning,US,G06N20/00;G06V10/772;G06F18/28;G06V2201/06;G06F30/398;G06F30/20;G03F7/70525;G06T2207/30148;G06T2207/20081;G06T7/0004;G03F7/706837;G06F30/398;G06F18/28;G06V2201/06;G06T2207/30148;G06T2207/20081;G06T7/0004;G03F7/70525;G06V10/772;G06V2201/06;G06F30/398;G06T2207/30148;G06T2207/20081;G06T7/0004;G03F7/70525;G03F7/705;G03F7/705;G03F7/705;G06V2201/06;G06T2207/30148;G06T2207/20081;G06V10/772;G06T7/0004;G06N20/00;G06F30/398;G06F30/20;G06F18/28;G03F7/70525;G03F7/705
ASML,54601775,TW-I617933-B,20160623,ASML NETHERLANDS BV,Feature search by machine learning,TW,G06F30/39;G03F7/705;G06N20/00;G03F7/70125;G03F7/70;G03F7/70;G06N20/00;G03F7/70441;G06F30/398;G06F30/39;G06F30/398;G06F30/398;G06N20/00;G06F30/39;G03F7/70441;G03F1/36;G03F7/705;G03F7/70125;G03F1/36;G03F1/36;G03F7/70441;G03F7/705;G03F7/70125;G06N20/10;G06N20/10;G06N20/00;G06N20/10;G06T7/0004
ASML,54601777,TW-201727521-A,20160623,ASML NETHERLANDS BV,Optimization based on machine learning,TW,G06F30/00;G06F30/20;G06F30/20;G03F7/70125;G03F7/70491;G06N20/00;G06N20/00;G03F7/70491;G03F7/70125;G03F7/70441;G03F7/70441;G06N20/10;G06N20/10;G06F30/27
Applied Materials,92304470,KR-20240130651-A,20240822,APPLIED MATERIALS ISRAEL LTD,Machine learning based yield prediction,KR,H10P72/0616;H10P74/23;H10P74/203;H10P72/0616;H10P72/0604;H10P72/0616;H10P74/20;G06T2207/20084;G06T2207/20081;G06T2207/30148;G06N3/08;G06T7/0004;G06F30/347;G06F30/27;G06T7/001;G06N3/082;G06N3/04;G06N20/20;G06N3/04;G06T2207/30148;G06T2207/20081;G06T2207/10061;G06N3/082;H01J2237/24578;H01J37/222;H01J37/28;G06T7/001;H01L22/20;G06F30/347;G06F30/27;G06N20/20;H10P74/23
Applied Materials,88194431,US-2023315953-A1,20231005,APPLIED MATERIALS INC,Using deep reinforcement learning for time constraint management at a manufacturing system,US,G06F2119/18;G06F2111/04;G06N3/092;G06F30/27;H10P72/0612;G05B2219/32283;G05B2219/45031;G05B2219/32301;G05B19/41885;G05B19/41865;G06F30/27;G06F2111/04;G06F30/27;G06F2111/04;G06F30/27
Applied Materials,85572863,US-12560921-B2,20230323,APPLIED MATERIALS INC,Machine learning platform for substrate processing,US,H10P72/0612;G05B2219/23005;G05B2219/2602;G05B2219/23288;G06N20/00;G06F30/20;G05B19/41885;G05B2219/45031;G05B19/41865;G03F7/70525;G03F7/705;G06F30/27;G06F30/20;G06N20/00;G05B19/41885;G03F7/70991;G05B2219/2602;G05B2219/23288;G05B2219/23005;H01L21/67276;G06N20/00;G06F30/20;G05B19/41885
Applied Materials,83116191,CN-115099386-A,20220908,APPLIED MATERIALS INC,In-situ monitoring of training spectra for labeling machine learning systems for spectral monitoring,CN,G06N3/08;G01B11/06;G06N3/04;G06N3/045;G01J3/0218;G06N3/08;G01R31/2831;G06N3/09;G06N3/0455;G06N3/0499;G01R31/2831;G06N3/04;G01N2201/1296;G01N21/31;G01K7/02;G01N1/32;G01N21/31;G01J5/0859;G06N3/08;G01R19/0092;G01J2005/0077;G06N3/084;B24B49/12;B24B37/013;H10P72/0428
Applied Materials,82612053,US-2022245307-A1,20220804,APPLIED MATERIALS INC,Hybrid physics/machine learning modeling of processes,US,H10P72/0604;G05B13/0265;H03H2017/0205;G06F30/27;H03H17/0202;G05B17/02;G05B13/0265;G05B17/02;G06F30/27;H03H2017/0205;H01L21/67253;G05B13/0265;H03H17/0202;H10P72/0604;G06F30/27;G05B13/0265;G05B17/02;G06N20/00;H03H17/0202;H03H2017/0205
Cadence,94775989,US-12242784-B1,20250304,CADENCE DESIGN SYSTEMS INC,"Method, product, and system for a sequence generation ecosystem using machine learning",US,G06F30/27;G06N20/00;G06N5/022;G06F30/333;G06N5/022;G06F30/333;G06N5/022;G06F30/333
Cadence,93381532,US-12141512-B1,20241112,CADENCE DESIGN SYSTEMS INC,"Method, product, and system for universal verification methodology (UVM) sequence selection using machine learning",US,G06F30/27;G06F30/333;G06F30/33;G06N20/00;G06N7/01;G06N7/01;G06N20/00;G06F30/333;G06F30/33;G06N20/00;G06N7/01;G06F30/333;G06F30/33
Cadence,90184409,US-11928582-B1,20240312,CADENCE DESIGN SYSTEMS INC,"System, media, and method for deep learning",US,G06N3/0464;G06N3/088;G06N3/09;G06N3/08;G06F30/392;G06N3/042;G06N3/08;G06F30/392;G06N3/042;G06F30/392
Cadence,88534444,US-11803760-B1,20231031,CADENCE DESIGN SYSTEMS INC,Method and systems for combining neural networks with genetic optimization in the context of electronic component placement,US,G06N3/086;G06F30/394;G06N3/04;G06F2111/20;G06N3/086;G06N3/04;G06F30/394;G06F2111/20;G06F30/394;G06N3/126;G06N3/04
Cadence,85386986,US-11599699-B1,20230307,CADENCE DESIGN SYSTEMS INC,System and method for autonomous printed circuit board design using machine learning techniques,US,G06F30/398;G06F30/394;G06F30/392;G06F30/27;G06N3/04;G06N3/08;G06F30/31;G06F2115/12;G06F2115/12;G06N3/08;G06F30/31;G06N3/04;G06N3/006;G06N7/01;G06N3/126;G06N20/00
Cadence,82323771,US-11386322-B1,20220712,CADENCE DESIGN SYSTEMS INC,"System, method, and computer-program product for routing in an electronic design using deep learning",US,G06F30/394;G06F30/27;G06F30/27;G06N3/09;G06N3/0499;G06N3/08;G06F30/00;G06N3/08;G06F30/00
Cadence,81756550,US-11348000-B1,20220531,CADENCE DESIGN SYSTEMS INC,"System, method, and computer-program product for routing in an electronic design using deep learning",US,G06N5/01;G06N3/098;G06N3/09;G06N3/0464;G06N3/08;G06F30/00;G06N3/08;G06F30/00;G06F30/3947;G06F30/27
Cadence,80683430,US-11275882-B1,20220315,CADENCE DESIGN SYSTEMS INC,"System, method, and computer program product for group and isolation prediction using machine learning and applications in analog placement and sizing",US,G06N20/20;G06F18/24323;G06N5/01;G06N20/00;G06F30/398;G06N20/00;G06K9/6282;G06F30/398;G06F30/373;G06F30/392;G06F30/27
Cadence,77179338,US-11087060-B1,20210810,CADENCE DESIGN SYSTEMS INC,"System, method, and computer program product for the integration of machine learning predictors in an automatic placement associated with an electronic design",US,G06N5/01;G06N7/01;G06N3/126;G06N20/20;G06F30/39;G06F30/27;G06F30/39;G06N20/00;G06N20/00;G06F30/39
Cadence,69179987,US-10546080-B1,20200128,CADENCE DESIGN SYSTEMS INC,Method and system for identifying potential causes of failure in simulation runs using machine learning,US,G06F30/33;G06F30/27;G06N20/00;G06N5/01;G06F30/333;G06F2117/08;G06F30/33;G06F11/261;G06N20/00;G06F11/261;G06F17/5022;G06F2217/86;G06F2217/14;G06N20/00
Google,76375612,US-11853677-B2,20211028,GOOGLE LLC,Generating integrated circuit placements using neural networks,US,G06N3/0455;G06N3/09;G06N3/092;G06N3/098;G06N3/0442;G06N3/0464;G06N3/092;G06N3/09;G06F30/392;G06F30/398;G06N3/08;G06F30/392;G06F30/27;G06F30/392;G06F30/392;G06F30/27;G06F30/392;G06N3/08;G06F30/398;G06F30/398;G06F30/27;G06F30/398;G06N3/08
Google,78006942,US-11978268-B2,20211014,GOOGLE LLC,Convex representation of objects using neural network,US,G06N3/0895;G06N3/0455;G06N3/0464;G06V20/64;G06N3/045;G06N3/08;G06T17/00;G06T17/00;G06V20/64;G06F30/20;G06F30/27;G06V20/64;G06V30/18057;G06V10/82;G06N3/084;G06N3/045;G06T17/00;G06N3/08;G06N3/045
Google,78006432,US-11556684-B2,20211014,GOOGLE LLC,Architecture exploration and compiler optimization using neural networks,US,G06F30/27;G06N3/045;G06F30/337;G06N3/088;G06F30/27;G06F8/37;G06N3/047;G06F8/41;G06N3/045;G06F30/337;G06F30/337;G06F8/41;G06F30/27;G06N3/0454;G06N3/09;G06N3/0499;G06N3/0455
Google,75974343,US-12533800-B2,20210527,GOOGLE LLC,Training reinforcement learning agents to learn farsighted behaviors by predicting in latent space,US,G06N3/08;G06F30/27;G06F18/213;G06F18/211;B25J9/163;G06F18/213;G06F18/211;G06F30/27;G06N3/08;G06N3/092;G06N3/0442;G06N3/0464;G06N3/0455;G06F18/214;G06F18/24133;G06F18/213;G06N3/045;G06N3/084;G06N3/006;G05B2219/39313;B25J9/163;B25J9/163
